ward_number,ward_name,assembly_constituency_name,area_hectares,total_population,scheduled_caste_population,total_households,literate_population,households_piped_water_premises,slum_households,mean_normalized_difference_vegetation_index,mean_land_surface_temperature_celsius,worldcover_canopy_fraction,worldcover_built_fraction,cropland_fraction,worldcover_bare_or_other_fraction,jhuggi_jhopri_clusters_apportioned,jhuggi_jhopri_households,jhuggi_jhopri_area_square_meters,jhuggi_jhopri_area_fraction,mean_annual_rainfall_millimeters,mean_groundwater_depth_meters,ridge_fraction,distance_to_water_meters,distance_to_water_body_meters,water_tier,water_cost_multiplier,Environment_Score,Social_Score,Feasibility_Score,Urban_Vulnerability_Score,TPIS,Priority,Estimated_Trees,Estimated_Cost,Estimated_CO2_10Y_kg,Estimated_Temp_Reduction_C,Recommendation_Reason
186,MADANPUR KHADAR WEST,OKHLA,305.445464044043,56323,7091,,,,,0.3053592075473051,41.82283774434699,0.1997843135872826,0.522328413641172,0.1212631816373071,0.1566240911342374,1.59,574,23904,0.00783,788.8471960152921,13.58,0.0,0.0,1114.3,W1,1.0,49.87,,78.21,,,LOW,0,0,0,0.0,Highly Feasible
187,SARITA VIHAR,OKHLA,548.1782659913108,55385,5399,,,,,0.3330612639102356,40.60420597198836,0.2604401240266753,0.6823515270812966,0.0352424522185747,0.0219658966734552,1.56,564,23506,0.00429,793.5786667782194,11.69,0.0085,0.0,0.4,W1,1.0,38.54,,87.35,,,LOW,0,0,0,0.0,Highly Feasible
188,ABUL FAZAL ENCLAVE,OKHLA,336.53073005549953,76012,1557,,,,,0.2227588919844277,39.523377194262906,0.1947216502820966,0.5785450371390835,0.0270103061073263,0.1997230064714935,2.14,774,32260,0.00959,810.3678562777434,9.22,0.0887,0.0,173.7,W1,1.0,49.49,,88.24,,,LOW,0,0,0,0.0,Highly Feasible
189,ZAKIR NAGAR,OKHLA,458.35351987278585,76470,699,,,,,0.3665666413494353,39.18417260041896,0.3601580207572911,0.3908649600411211,0.090502572105066,0.1584744470965217,2.16,779,32455,0.00708,811.3755658119917,8.33,0.0,0.0,223.4,W1,1.0,33.71,,89.26,,,LOW,0,0,0,0.0,Highly Feasible
192,TRILOKPURI,TRILOKPURI,97.9929022366436,88792,47282,,,,,0.2516048316204802,41.13777436803395,0.0659981114319033,0.9110014280001372,0.0014248072918204,0.0215756532761388,3.68,1111,19635,0.02004,837.8028646889387,10.51,0.0,0.0,353.6,W1,1.0,54.81,,90.36,,,LOW,0,0,0,0.0,Highly Feasible
190,NEW ASHOK NAGAR,TRILOKPURI,143.53538404100888,63870,4961,,,,,0.2178919994282236,40.314320657869466,0.1982854988536382,0.735079763099867,0.0026549341773594,0.063979803869135,2.64,799,14124,0.00984,830.1877759670623,10.2,0.0,0.0,108.6,W1,1.0,48.91,,91.38,,,LOW,0,0,0,0.0,Highly Feasible
191,MAYUR VIHAR PHASE-I,TRILOKPURI,177.05160546286012,88878,24363,,,,,0.2913827630445421,40.8970227716638,0.1948955885777185,0.7732795664782707,0.0038797072458246,0.0279451376981859,3.68,1112,19654,0.0111,827.2052975835792,10.23,0.0,0.0,582.8,W1,1.0,46.08,,87.67,,,LOW,0,0,0,0.0,Highly Feasible
197,PATPAR GANJ,PATPARGANJ,982.4508084048888,58762,7093,,,,,0.3595390931528617,38.732398853963794,0.1930411009786232,0.2217844472690707,0.3868486054543691,0.1983258462979363,2.37,1197,46486,0.00473,814.031550812384,7.73,0.0006,0.0,846.3,W1,1.0,43.37,,85.39,,,LOW,0,0,0,0.0,Highly Feasible
196,MAYUR VIHAR PHASE-II,PATPARGANJ,252.58390679276263,55663,10835,,,,,0.2887537708219007,41.71739078122256,0.230537749173296,0.661854566872609,0.0286636201461658,0.078944063807929,2.25,1134,44035,0.01743,832.1442895824293,12.7,0.0159,0.0,302.6,W1,1.0,48.67,,89.0,,,LOW,0,0,0,0.0,Highly Feasible
198,VINOD NAGAR,PATPARGANJ,102.33058553673123,58936,5864,,,,,0.2046915414011467,42.70300204143387,0.0704229955492755,0.9123289743267192,0.0015505896991437,0.0156974404248615,2.38,1200,46624,0.04556,821.3792427004801,10.22,0.0,0.0,638.4,W1,1.0,59.98,,86.63,,,LOW,0,0,0,0.0,Highly Feasible
199,MANDAWALI,PATPARGANJ,63.39214966127084,49753,6804,,,,,0.1365029920051624,42.80420510183607,0.0570907838270918,0.8914976396934724,0.0,0.0514115764794356,2.01,1013,39359,0.06209,820.4253306195596,11.5,0.0,314.4,702.7,W2,1.35,64.95,,70.53,,,LOW,0,0,0,0.0,Highly Feasible
208,ANARKALI,KRISHNA NAGAR,90.60698044180911,57322,5866,,,,,0.0970778787168206,44.07970158927781,0.0014497009398908,0.9966810386275012,0.0,0.0018692604326076,0.9,404,12562,0.01386,820.1062063675431,11.32,0.0,51.5,1156.0,W1,1.0,71.38,,82.35,,,LOW,0,0,0,0.0,Highly Feasible
209,JAGAT PURI,KRISHNA NAGAR,103.14226321926712,76170,5932,,,,,0.1245286763531782,43.881430743764746,0.0140757138261768,0.9835945128508696,0.0,0.0023297733229534,1.2,537,16692,0.01618,820.2324397526564,10.01,0.0,0.0,1472.5,W1,1.0,69.01,,80.68,,,LOW,0,0,0,0.0,Highly Feasible
210,GEETA COLONY,KRISHNA NAGAR,105.18521421660697,59249,4782,,,,,0.2162599349860135,42.66833478789556,0.0999794195109002,0.8631546608842448,0.0277612901878789,0.0091046294169756,0.93,418,12984,0.01234,820.2218709090064,8.93,0.0,0.0,774.6,W1,1.0,57.92,,86.08,,,LOW,0,0,0,0.0,Highly Feasible
211,KRISHNA NAGAR,KRISHNA NAGAR,230.78842473069187,61458,3690,,,,,0.2083393495746016,42.53984945802064,0.1039504678442494,0.7787189649449984,0.048786694769295,0.0685438724414569,0.97,433,13468,0.00584,820.117476043971,10.32,0.0,0.0,1116.4,W1,1.0,59.52,,83.06,,,LOW,0,0,0,0.0,Highly Feasible
213,SHASTRI PARK,GANDHI NAGAR,302.9266148975378,68530,6720,,,,,0.293621000272229,42.33359009304816,0.2298875919501121,0.5445285224820642,0.1243176302146642,0.1012662553531586,2.78,1883,40089,0.01323,830.0735243024452,7.58,0.0622,0.0,772.3,W1,1.0,51.22,,87.15,,,LOW,0,0,0,0.0,Highly Feasible
212,GANDHI NAGAR,GANDHI NAGAR,202.70977954262716,62052,7127,,,,,0.1797810986532802,41.66123536315702,0.1264633120954541,0.7214285452743385,0.0572746304248661,0.0948335122053405,2.52,1705,36300,0.01791,820.917725715547,8.51,0.0,0.0,444.2,W1,1.0,58.26,,88.68,,,LOW,0,0,0,0.0,Highly Feasible
214,AZAD NAGAR,GANDHI NAGAR,107.66599822359488,66674,6994,,,,,0.1300238889104226,43.65841694696071,0.0451730036136067,0.9119070240576308,0.0055824094992907,0.0373375628294715,2.7,1832,39003,0.03623,820.0928476779238,11.68,0.0,16.1,654.1,W1,1.0,67.74,,85.76,,,LOW,0,0,0,0.0,Highly Feasible
217,DILSHAD COLONY,SHAHDARA,177.97073128980142,76598,10854,,,,,0.2662383415851504,43.69853219721259,0.1735111865936492,0.8149248688163626,0.0003968020202446,0.0111671425697432,4.18,2178,34075,0.01915,851.0089715460822,15.4,0.0,0.0,305.6,W1,1.0,56.69,,90.09,,,LOW,0,0,0,0.0,Highly Feasible
216,JHILMIL,SHAHDARA,245.63292845321175,68555,11476,,,,,0.2305296430784572,44.09005621132568,0.1079536067674706,0.8783157671869412,0.0027403829959916,0.0109902430495963,3.74,1949,30497,0.01242,846.0421188590668,14.33,0.0,0.0,548.0,W1,1.0,62.11,,88.28,,,LOW,0,0,0,0.0,Highly Feasible
215,SHAHDARA,SHAHDARA,114.18610992031704,69110,16796,,,,,0.1240775743810201,44.2460308926895,0.0185908344167253,0.9767309892826412,0.0019423156487974,0.0027358606518355,3.77,1965,30744,0.02692,820.0928476779238,13.73,0.0,0.0,740.0,W1,1.0,69.84,,84.28,,,LOW,0,0,0,0.0,Highly Feasible
220,NAND NAGRI,SEEMA PURI,182.6498990131236,73753,36402,,,,,0.319822031582394,42.5480248658564,0.2285081652201999,0.6913150650787059,0.058272307683428,0.0219044620176654,7.95,3637,83119,0.04551,846.7514544879672,17.63,0.0,0.0,1001.0,W1,1.0,48.99,,83.74,,,LOW,0,0,0,0.0,Highly Feasible
218,SUNDAR NAGRI,SEEMA PURI,105.19118960256604,83935,20704,,,,,0.2370953956294599,43.24515262996788,0.1002088132971117,0.8039761919371666,0.0478894609716233,0.0479255337940985,9.05,4139,94593,0.08992,851.0089715460822,16.58,0.0,28.2,610.7,W1,1.0,61.42,,87.43,,,LOW,0,0,0,0.0,Highly Feasible
221,ASHOK NAGAR,ROHTAS NAGAR,108.8915731390812,59850,13216,,,,,0.1711512659751352,44.04891992055686,0.055461410000612,0.9263446949050208,0.0065571906177666,0.0116367044766,0.99,128,1502,0.00138,820.0928476779238,20.58,0.0,19.4,1313.3,W1,1.0,65.72,,77.3,,,LOW,0,0,0,0.0,Highly Feasible
223,ROHTASH NAGAR,ROHTAS NAGAR,112.23897122599426,55550,12468,,,,,0.1389395111274493,44.67033772820059,0.0270791299421483,0.9644543824951132,0.0003564836868521,0.0081100038758863,0.92,118,1394,0.00124,820.0928476779238,16.51,0.0,0.0,800.8,W1,1.0,70.06,,82.67,,,LOW,0,0,0,0.0,Highly Feasible
224,WELCOME COLONY,ROHTAS NAGAR,139.57433508420337,65707,10033,,,,,0.1844428848472696,43.84837934611654,0.0703948795986107,0.8704077589984309,0.0033556436270069,0.0558417177759517,1.09,140,1649,0.00118,820.0928476779238,14.42,0.0,0.0,340.3,W1,1.0,65.09,,86.82,,,LOW,0,0,0,0.0,Highly Feasible
227,CHAUHAN BANGER,SEELAMPUR,54.03295423627499,58344,124,,,,,0.0854980839600606,43.112872448693786,0.0133645463537866,0.9367806561943955,0.0,0.0498547974518178,1.23,459,14015,0.02594,820.0928476779238,13.49,0.0,0.0,311.2,W1,1.0,70.07,,87.42,,,LOW,0,0,0,0.0,Highly Feasible
225,SEELAMPUR,SEELAMPUR,74.28573433673708,63039,7542,,,,,0.1487681303148815,43.10003628558329,0.0185967352764111,0.8531081611713516,0.0153108639386779,0.1129842396135594,1.33,496,15143,0.02038,820.0928476779238,10.23,0.0,0.0,447.1,W1,1.0,68.7,,87.84,,,LOW,0,0,0,0.0,Highly Feasible
226,GAUTAM PURI,SEELAMPUR,387.3562476777544,51072,7144,,,,,0.355531045494982,41.43469591520704,0.1271261270316835,0.2404150365570707,0.4357408089554572,0.1967180274557876,1.08,402,12268,0.00317,831.9629582938641,7.0,0.0,0.0,548.8,W1,1.0,55.15,,89.81,,,LOW,0,0,0,0.0,Highly Feasible
230,BHAJANPURA,GHONDA,519.2614888853944,57248,9295,,,,,0.3987132320993007,40.21272206962977,0.482238682525746,0.2394195606510531,0.1294407637183331,0.1489009931048673,0.0,0,0,0.0,839.0611365835423,10.33,0.3693,0.0,361.1,W1,1.0,31.01,,86.83,,,LOW,0,0,0,0.0,Highly Feasible
232,YAMUNA VIHAR,GHONDA,137.1095159916791,53966,3791,,,,,0.2020435224345623,42.005565846936285,0.0607754704353589,0.9142883341488824,0.000696364573238,0.0242398308425203,0.0,0,0,0.0,824.8284601809416,24.72,0.0,0.0,210.3,W1,1.0,59.06,,83.9,,,LOW,0,0,0,0.0,Highly Feasible
231,GHONDA,GHONDA,66.02293805302601,65273,10923,,,,,0.0896509967092888,42.795315658907406,0.0004556147821684,0.9494309282034484,0.0,0.0501134570143831,0.0,0,0,0.0,820.0928476779238,16.03,0.0,79.5,308.7,W1,1.0,69.6,,86.36,,,LOW,0,0,0,0.0,Highly Feasible
229,BRAHAM PURI,GHONDA,255.87182103779065,66203,7166,,,,,0.3872789541671124,40.43431082810009,0.1708631204343716,0.3086470904568464,0.4117932002222214,0.1086965888865597,0.0,0,0,0.0,833.2343298403795,6.83,0.0262,0.0,505.1,W1,1.0,46.46,,90.07,,,LOW,0,0,0,0.0,Highly Feasible
233,SUBHASH MOHALLA,BABARPUR,66.91474695869348,57209,2236,,,,,0.114476643654597,42.7273474468912,0.0134326125462242,0.9491560743034124,0.0,0.037411313150363,0.48,2129,26068,0.03896,820.0928476779238,23.93,0.0,0.0,280.8,W1,1.0,67.33,,83.21,,,LOW,0,0,0,0.0,Highly Feasible
234,KABIR NAGAR,BABARPUR,66.34867276640878,54811,4070,,,,,0.1020039086840203,43.82257537347248,0.0070356853323637,0.9764087507557692,7.343026523130241e-05,0.0164821336466358,0.46,2040,24975,0.03764,820.0928476779238,21.81,0.0,0.0,141.4,W1,1.0,70.6,,85.1,,,LOW,0,0,0,0.0,Highly Feasible
236,KARDAM PURI,BABARPUR,144.1453958864204,64940,4648,,,,,0.1982872305324706,43.80182981427844,0.1182468168115976,0.8200918190024922,0.0384645408329097,0.023196823353001,0.54,2417,29590,0.02053,820.0928476779238,22.18,0.0,0.0,620.6,W1,1.0,61.46,,81.54,,,LOW,0,0,0,0.0,Highly Feasible
235,GORAKH PARK,BABARPUR,72.25336096241188,63353,3295,,,,,0.167452447780431,43.59287037282491,0.0577283239206087,0.9146112542017724,0.0098950830168362,0.0177653388607827,0.53,2358,28867,0.03995,820.0928476779238,17.28,0.0,0.0,620.5,W1,1.0,64.74,,83.62,,,LOW,0,0,0,0.0,Highly Feasible
237,HARSH VIHAR,GOKALPUR,267.745329902264,78698,31746,,,,,0.1702702268459116,43.3811568288774,0.0548016436540321,0.8475902078546731,0.0402148850690728,0.0573932634222216,0.27,196,4579,0.00171,848.9538694071282,17.76,0.0,0.0,0.0,W1,1.0,67.05,,91.03,,,LOW,0,0,0,0.0,Highly Feasible
238,SABOLI,GOKALPUR,170.39300404273354,71019,22218,,,,,0.1119563515259668,45.01548714956877,0.0265817913354905,0.92538350516607,0.0115465038706255,0.0364881996278137,0.24,177,4132,0.00242,844.1510135979921,20.15,0.0,155.1,799.5,W1,1.0,74.47,,83.81,,,LOW,0,0,0,0.0,Highly Feasible
239,GOKAL PURI,GOKALPUR,156.34554129903918,73943,33590,,,,,0.2004857828167039,43.43461542284576,0.1003801336466696,0.8573086497571375,0.0215508839056801,0.0207603326905126,0.25,184,4302,0.00275,837.0650929894911,25.58,0.0,0.0,185.4,W1,1.0,61.95,,85.07,,,LOW,0,0,0,0.0,Highly Feasible
240,JOHARIPUR,GOKALPUR,130.64771809697703,71269,21411,,,,,0.1030640421433055,43.9794835466024,0.0025558971847201,0.9430997794426192,0.0119423534383506,0.0424019699343106,0.24,178,4147,0.00317,837.4567601889889,24.54,0.0,0.0,1014.0,W1,1.0,72.94,,79.68,,,LOW,0,0,0,0.0,Highly Feasible
241,KARAWAL NAGAR-EAST,MUSTAFABAD,121.82345267914536,65474,14352,,,,,0.1029094119814288,42.78375050501819,0.0052297037648911,0.9638538398839244,0.0,0.0309164563511843,0.0,0,0,0.0,837.4567601889889,19.91,0.0,0.0,2116.6,W1,1.0,69.17,,73.82,,,LOW,0,0,0,0.0,Highly Feasible
242,DAYALPUR,MUSTAFABAD,119.44619066990856,54188,11316,,,,,0.1092363990886178,42.99132414830616,0.0047571965365784,0.9594092891443956,0.0,0.035833514319026,0.0,0,0,0.0,837.4567601889889,19.84,0.0,0.0,1429.2,W1,1.0,69.6,,78.73,,,LOW,0,0,0,0.0,Highly Feasible
243,MUSTAFABAD,MUSTAFABAD,44.51142569368572,55586,385,,,,,0.0659810275938194,42.99893722743739,0.0,0.970479468572556,0.0,0.0295205314274438,0.0,0,0,0.0,837.4567601889889,25.88,0.0,12.3,1099.6,W1,1.0,71.67,,78.5,,,LOW,0,0,0,0.0,Highly Feasible
245,BRIJ PURI,MUSTAFABAD,59.06347037187373,63040,4075,,,,,0.0841945801288976,42.69352382724798,0.0094669221232953,0.9563673006675902,0.0008452609038656,0.0333205163052485,0.0,0,0,0.0,837.4567601889889,28.05,0.0,0.0,981.9,W1,1.0,69.68,,78.42,,,LOW,0,0,0,0.0,Highly Feasible
248,KARAWAL NAGAR-WEST,KARAWAL NAGAR,156.4754082813785,69926,8413,,,,,0.103047307646769,42.99035109106253,0.0034704639399176,0.9555523174001088,0.0003186778194738,0.0406585408404996,0.0,0,0,0.0,837.4567601889889,15.44,0.0,0.0,707.8,W1,1.0,70.08,,85.71,,,LOW,0,0,0,0.0,Highly Feasible
247,SADATPUR,KARAWAL NAGAR,110.69759383236718,60181,5739,,,,,0.097066150411163,42.726890260575765,0.0030748998795575,0.9577912359324215,0.0,0.0391338641880207,0.0,0,0,0.0,837.4567601889889,19.82,0.0,0.0,776.0,W1,1.0,69.61,,83.37,,,LOW,0,0,0,0.0,Highly Feasible
246,SRI RAM COLONY,KARAWAL NAGAR,107.45902259406893,83347,3146,,,,,0.0960390092749712,42.96373429713165,0.027125251490707,0.9149337698584652,0.0004840147473129,0.057456963903515,0.0,0,0,0.0,839.4048593644059,17.32,0.001,0.0,622.6,W1,1.0,69.84,,85.73,,,LOW,0,0,0,0.0,Highly Feasible
249,SONIA VIHAR,KARAWAL NAGAR,350.1861999917415,65031,6071,,,,,0.3370104389921077,41.17416366672928,0.3437699919162908,0.3803968319553525,0.1345471831309573,0.1412859929973988,0.0,0,0,0.0,845.9786578584726,12.61,0.1765,0.0,708.8,W1,1.0,42.96,,86.09,,,LOW,0,0,0,0.0,Highly Feasible
222,RAM NAGAR EAST,ROHTAS NAGAR,95.619702256187,59874,13201,,,,,0.1363588226674545,44.108768306283736,0.0188499079913295,0.9766368375212016,0.0008349541266379,0.0036783003608311,0.99,128,1502,0.00157,822.5403741508195,16.18,0.0,26.0,615.8,W1,1.0,69.04,,84.39,,,LOW,0,0,0,0.0,Highly Feasible
228,MAUJPUR,SEELAMPUR,93.18195310463408,63960,4461,,,,,0.0844513595931044,43.41756743624568,0.0025403076861011,0.9620332210891342,0.0,0.0354264712247644,1.35,503,15364,0.01649,820.0928476779238,19.44,0.0,0.0,245.4,W1,1.0,71.04,,85.36,,,LOW,0,0,0,0.0,Highly Feasible
244,NEHRU VIHAR,MUSTAFABAD,104.0470838433202,73213,6021,,,,,0.0852711061162868,42.480824894562666,0.0008667278474558,0.9637307441019076,0.0,0.0354025280506365,0.0,0,0,0.0,837.4567601889889,24.11,0.0,39.9,1422.6,W1,1.0,69.49,,76.96,,,LOW,0,0,0,0.0,Highly Feasible
250,SABAPUR,KARAWAL NAGAR,1368.825730294919,42819,3852,,,,,0.3005626025005667,40.492025298622025,0.0861383709652777,0.166273230086561,0.5834322121133818,0.1641561868347794,0.0,0,0,0.0,843.7801200659605,6.27,0.033,0.0,629.3,W1,1.0,57.61,,90.54,,,LOW,0,0,0,0.0,Highly Feasible
153,VASANT VIHAR,R K PURAM,744.1875260316551,55960,9430,,,,,0.428383335571469,40.45920091509243,0.4919889679072142,0.4200614565126082,0.0191297508416146,0.0688198247385634,7.68,3487,89325,0.012,780.1223829759498,22.6,0.2897,0.0,1124.4,W1,1.0,23.71,,70.44,,,LOW,0,0,0,0.0,Highly Feasible
219,DILSHAD GARDEN,SEEMA PURI,186.8799056112396,79248,15189,,,,,0.2862139645270366,42.65080625933019,0.1729103716795161,0.7920468112291926,0.0072154805541488,0.0278273365371393,4.32,2253,35254,0.01886,850.0095278865514,16.19,0.0,0.0,507.7,W1,1.0,53.39,,88.21,,,LOW,0,0,0,0.0,Highly Feasible
165,MADANGIR,AMBEDKAR NAGAR,52.34862776081874,52695,23458,,,,,0.2274676250796332,40.92945484741176,0.1116938615483819,0.8661528011090152,0.0,0.022153337342603,0.79,133,6328,0.01209,798.2381648570299,46.69,0.0,312.3,1619.8,W2,1.35,51.1,,46.61,,,LOW,0,0,0,0.0,General Greening Opportunity
166,PUSHP VIHAR,AMBEDKAR NAGAR,241.5952284660509,82509,29433,,,,,0.388609660945026,40.96011472723048,0.3693859920730703,0.5898089296206629,0.0118538239675446,0.0289512543387222,1.24,208,9909,0.0041,798.2381648570299,48.53,0.0,0.0,974.6,W1,1.0,32.32,,65.41,,,LOW,0,0,0,0.0,General Greening Opportunity
1,NARELA,NARELA,701.6756300784231,54908,11618,,,,,0.2523760183457368,43.73145921523626,0.0466346008315105,0.4716619922451779,0.4170455407314705,0.0646578661918412,0.0,0,0,0.0,731.3813784688543,19.29,0.0,0.0,637.7,W1,1.0,60.46,,72.77,,,LOW,0,0,0,0.0,Highly Feasible
110,KUNWAR SINGH NAGAR,VIKASPURI,1425.4568101054056,55270,10830,,,,,0.3483370659994114,41.33642554503493,0.0973612847273944,0.3033627991511931,0.5341060859587228,0.0651698301626917,0.84,325,535599,0.03757,717.6473947390039,6.99,0.0,0.0,278.1,W1,1.0,47.13,,79.01,,,LOW,0,0,0,0.0,Highly Feasible
109,VIKAS NAGAR,VIKASPURI,207.5230969418924,51864,6999,,,,,0.1895552774650059,42.15999853429103,0.0861595406667745,0.8207991237484975,0.0091734478172328,0.0838678877674956,0.79,305,502593,0.24219,724.6896781931921,10.49,0.0,0.0,604.2,W1,1.0,55.04,,75.99,,,LOW,0,0,0,0.0,Highly Feasible
108,HASTSAL,VIKASPURI,184.7777249979936,68864,9374,,,,,0.1704287706831836,43.30814453032937,0.1020725859311057,0.8329023759471019,0.0120357461852736,0.0529892919365191,1.05,404,667333,0.36115,733.4250699179248,15.79,0.0,0.0,115.0,W1,1.0,57.98,,78.19,,,LOW,0,0,0,0.0,Highly Feasible
107,VIKAS PURI,VIKASPURI,271.88404657570595,74846,12043,,,,,0.2868500391155663,41.69898789131706,0.1965499495459128,0.745996684445725,0.0152633703329969,0.0421899956753639,1.14,439,725302,0.26677,734.7484821915878,14.74,0.0117,0.0,273.5,W1,1.0,43.72,,77.54,,,LOW,0,0,0,0.0,Highly Feasible
112,SAINIK ENCLAVE,VIKASPURI,292.6105876486976,88571,7262,,,,,0.1400391137667361,42.561450786902846,0.0587857750154549,0.8759614615128054,0.0173459177529796,0.0479068457187605,1.35,520,858305,0.29333,705.5632920484201,9.63,0.0,0.0,738.2,W1,1.0,57.65,,73.28,,,LOW,0,0,0,0.0,Highly Feasible
111,BAPROLA,VIKASPURI,391.6276818594464,54328,7657,,,,,0.2407325851258545,41.86536150744222,0.1170882847030448,0.6870794421042076,0.0976997527657026,0.098132520427044,0.83,319,526470,0.13443,705.7014689815487,9.63,0.0,0.0,140.5,W1,1.0,50.33,,77.53,,,LOW,0,0,0,0.0,Highly Feasible
117,DABRI,DWARKA,154.27491885697648,66907,8083,,,,,0.1145302238195694,42.845770874068805,0.010785859387852,0.9752008371341044,0.000128875390385,0.0138844280876585,1.25,191,8418,0.00546,735.6338742855257,28.36,0.0,0.0,1054.1,W1,1.0,62.41,,66.44,,,LOW,0,0,0,0.0,General Greening Opportunity
118,SAGARPUR,DWARKA,109.59540705415644,78790,8447,,,,,0.1617701239746903,41.95975120362338,0.1071629034819848,0.872303741719784,0.0048906907265173,0.0156426640717138,1.47,224,9913,0.00905,740.2005294641574,29.95,0.0,0.0,1186.1,W1,1.0,53.78,,65.33,,,LOW,0,0,0,0.0,General Greening Opportunity
120,DWARKA-B,MATIALA,1058.67571104329,62971,2683,,,,,0.3211954403519172,42.86070997218396,0.2263912752846759,0.5110470044768544,0.1203809174050931,0.1421808028333749,0.3,113,8778,0.00083,706.8946086220928,22.35,0.0,0.0,423.8,W1,1.0,45.79,,70.26,,,LOW,0,0,0,0.0,Highly Feasible
122,MATIALA,MATIALA,216.77056221289303,54631,6093,,,,,0.2485578699851825,42.763387417197166,0.1707339940486578,0.7791642446367966,0.0175958366568631,0.0325059246576824,0.26,98,7616,0.00351,713.5115247558156,20.0,0.0114,0.0,570.1,W1,1.0,48.13,,70.84,,,LOW,0,0,0,0.0,Highly Feasible
123,KAKROLA,MATIALA,438.359700201236,65930,10503,,,,,0.2320945663499056,42.74677428142307,0.1085482427738912,0.8088594778196398,0.010522487186031,0.0720697922204389,0.31,118,9191,0.0021,702.821264727122,18.97,0.0,0.0,584.4,W1,1.0,52.12,,70.1,,,LOW,0,0,0,0.0,Highly Feasible
121,DWARKA-A,MATIALA,891.6565036723629,73208,6039,,,,,0.379896991571701,41.88420274428682,0.3037117702295899,0.5500082417823179,0.0846048130335277,0.0616751749545645,0.35,131,10205,0.00114,704.5522551346605,21.25,0.0414,0.0,630.7,W1,1.0,34.34,,68.58,,,LOW,0,0,0,0.0,General Greening Opportunity
125,CHHAWALA,MATIALA,9172.209933429776,81500,14750,,,,,0.2725798354420776,45.37546771732399,0.0966910675659727,0.1013170588323301,0.7477149226954657,0.054276950906231,0.39,146,11361,0.00012,674.1837380457038,10.33,0.0368,0.0,378.6,W1,1.0,60.23,,71.67,,,LOW,0,0,0,0.0,Highly Feasible
126,ISAPUR,NAJAFGARH,7460.763519007836,76423,12170,,,,,0.2117367673132674,47.90307061244576,0.0474559126864052,0.1127892333284099,0.8106645887366429,0.0290902652485435,0.0,0,0,0.0,671.4102399733649,10.98,0.0174,0.0,175.4,W1,1.0,71.69,,72.72,,,LOW,0,0,0,0.0,Highly Feasible
127,NAJAFGARH,NAJAFGARH,1696.1793499225714,68559,11316,,,,,0.2550173133005836,45.72182061992257,0.0700314033148252,0.3168081942677855,0.5596312283587844,0.0535291740586056,0.0,0,0,0.0,702.267377220649,12.27,0.0,0.0,442.1,W1,1.0,63.62,,73.89,,,LOW,0,0,0,0.0,Highly Feasible
129,ROSHAN PURA,NAJAFGARH,425.1083654462442,69828,10462,,,,,0.2230522526169406,43.47676936122741,0.0952648095731616,0.752304513763549,0.1071881362917618,0.0452425403715276,0.0,0,0,0.0,710.1857169262935,20.0,0.0,0.0,887.7,W1,1.0,55.37,,68.33,,,LOW,0,0,0,0.0,General Greening Opportunity
14,DHIRPUR,ADARSH NAGAR,664.6838929308177,59858,10544,,,,,0.3689883827933311,40.82467743609174,0.2863791633221156,0.395835419538418,0.1320148222847617,0.1857705948547044,2.86,1872,34197,0.00514,811.2073291930893,6.04,0.0,0.0,326.4,W1,1.0,42.4,,89.49,,,LOW,0,0,0,0.0,Highly Feasible
15,ADARSH NAGAR,ADARSH NAGAR,226.4429865363575,59139,7578,,,,,0.1711629869483525,43.42621212438499,0.0331741250045525,0.7523240427122302,0.0340482099468785,0.1804536223363389,2.83,1849,33787,0.01492,795.790899404315,6.24,0.0,0.0,1095.7,W1,1.0,68.52,,82.23,,,LOW,0,0,0,0.0,Highly Feasible
16,AZADPUR,ADARSH NAGAR,181.14482499061629,69220,15031,,,,,0.2041685248801588,43.98096747882399,0.0665977146138085,0.9156177487981804,0.0080309117624845,0.0097536248255249,3.31,2164,39546,0.02183,795.790899404315,7.28,0.0,0.0,1163.7,W1,1.0,62.11,,81.3,,,LOW,0,0,0,0.0,Highly Feasible
2,BANKNER,NARELA,1933.6446409475177,52874,12650,,,,,0.2451804223007334,44.6106738579587,0.0395314797798638,0.1887801610784196,0.6695398307967267,0.1021485283449892,0.0,0,0,0.0,717.5863528793607,15.86,0.0058,0.0,978.6,W1,1.0,65.28,,70.21,,,LOW,0,0,0,0.0,Highly Feasible
26,POOTH KALAN,BAWANA,450.8563086234827,70203,16038,,,,,0.2591857964827888,42.89991333960752,0.075175694488325,0.74705747530647,0.0945971092903722,0.0831697209148343,0.37,1181,25370,0.00563,752.184714680178,5.17,0.0,0.0,215.1,W1,1.0,56.34,,84.07,,,LOW,0,0,0,0.0,Highly Feasible
28,SHAHBAAD DAIRY,BAWANA,299.0565539730777,54537,18554,,,,,0.2649331238681885,43.46848718221167,0.0485025180293578,0.6232563137026268,0.1678520062305599,0.1603891620374556,0.28,918,19708,0.00659,758.0065580667778,6.82,0.0,0.0,122.7,W1,1.0,61.73,,84.68,,,LOW,0,0,0,0.0,Highly Feasible
