ward_number,ward_name,assembly_constituency_name,area_hectares,total_population,scheduled_caste_population,total_households,literate_population,households_piped_water_premises,slum_households,mean_normalized_difference_vegetation_index,mean_land_surface_temperature_celsius,worldcover_canopy_fraction,worldcover_built_fraction,cropland_fraction,worldcover_bare_or_other_fraction,jhuggi_jhopri_clusters_apportioned,jhuggi_jhopri_households,jhuggi_jhopri_area_square_meters,jhuggi_jhopri_area_fraction,mean_annual_rainfall_millimeters,mean_groundwater_depth_meters,ridge_fraction,distance_to_water_meters,distance_to_water_body_meters,water_tier,water_cost_multiplier,low_canopy,high_temperature,high_population,slum_density,water_score,vegetation_deficit,UVS,TPIS,Priority,Estimated_Trees,Estimated_Cost,Estimated_CO2_10Y_kg,Estimated_Temp_Reduction_C,Recommendation_Reason,Estimated_CO2_10Y_Tons,Estimated_Cost_Lakh,Trees_per_Hectare,Plantation_Score
56,SHALIMAR BAGH-B,SHALIMAR BAGH,303.5803794165899,72416,4861,,,,,0.3099961634221735,41.07358443711746,0.2663868113480541,0.7132690218497728,0.0099768641525591,0.0103673026496134,4.06,2096,56478,0.0186,796.3955806276444,8.21,0.0,0.0,1564.5,W1,1.0,0.5985942805921991,0.255290522309699,0.6599533163950342,0.0063421703179609,0.4449568950225281,0.4341089718307247,0.3175762991471379,0.4223548434955529,LOW,8447,1689400,211175,0.8447,Balanced Environmental Conditions,211.18,16.89,28.0,42.24
160,SAID-UL-AJAIB,CHHATARPUR,2579.821711893413,70967,8905,,,,,0.4448649052440128,40.81156893399813,0.3578779198452568,0.2264423193100042,0.1097744885048435,0.305905272339898,3.08,1199,332360,0.01288,779.8477492085748,51.58,0.7908,0.0,614.5,W1,1.0,0.4607306452271853,0.2267194961057581,0.6300221024147404,0.0043917824567385,0.781991698300635,0.1213373451102284,0.2991094531697432,0.3422321244221658,LOW,6844,1368800,171100,0.6844000000000001,Good Water Access,171.1,13.69,3.0,34.22
159,CHHATARPUR,CHHATARPUR,1094.4016943449371,58988,8849,,,,,0.4383181666507268,39.881807066401606,0.5318253653311082,0.3210577760016975,0.0905040130996891,0.0566128455675052,2.56,997,276259,0.02524,771.4747847728685,48.89,0.0975,0.0,872.7,W1,1.0,0.1986174454743347,0.1253352254566,0.3825783396335543,0.0086062569260932,0.6903891865044169,0.1365197665659042,0.1815408837151791,0.2144930445273498,LOW,4289,857800,107225,0.4289,Good Water Access,107.22,8.58,4.0,21.45
148,HAUZ KHAS,MALVIYA NAGAR,547.2789953482672,45509,4368,,,,,0.4492633017268315,39.13192153344892,0.5480248172125872,0.4364862783630674,0.0028091151530481,0.0126797892712975,1.15,370,8953,0.00164,786.7697833875708,18.98,0.1368,0.0,937.5,W1,1.0,0.1742072556320115,0.0435652578139223,0.1041498832909875,0.0005592021140567,0.6673998651860786,0.1111371044591352,0.0505966857248022,0.1597104014122393,LOW,3194,638800,79850,0.3194,Good Water Access,79.85,6.39,6.0,15.97
164,DAKSHIN PURI,DEOLI,180.07305037693664,72967,25724,,,,,0.4948166447799405,39.528086052243545,0.6246038092516099,0.3684364381251793,0.0012737611288498,0.0056859914943596,1.52,2457,41524,0.02306,797.0250193839402,44.32,0.5178,347.8,1767.6,W2,1.35,0.0588139850891052,0.0867643308183851,0.671335027163248,0.0078629272866763,0.3729024018164402,0.0054951816769166,0.2890320479436468,0.1210793619399022,LOW,2421,484200,60525,0.2420999999999999,Balanced Environmental Conditions,60.52,4.84,13.0,12.11
