ward_number_2017,ward_number_2022,raw_weight,weight
015S,106,0.545216395420678,0.5452162180136177
016E,198,0.03799396641440447,0.037993966414404536
016E,199,0.05136264594707996,0.051362645947080045
016E,200,0.5501257372943564,0.5501257372943573
016E,201,0.2081837766828031,0.20818377668280344
016E,202,0.08574665486043469,0.08574665486043483
016E,204,0.06658721880091978,0.06658721880091988
016N,8,0.004435309715682373,0.004436108416814367
016N,15,0.017933421931851472,0.017936651344297432
016N,16,0.6447967614317706,0.6449128750599669
016N,17,0.11245086784849904,0.11247111776140294
016N,18,0.19039451283596304,0.1904287986745348
016N,20,0.02980908078717123,0.029814448742983706
016S,99,4.944266105942646e-06,4.942941942796919e-06
016S,100,0.2229142626760944,0.22285456223826042
016S,104,0.6786229254503895,0.6784411780588714
016S,106,0.09872575728951664,0.09869931676092544
017E,204,0.013728915528438699,0.013728915528438163
017E,206,0.05646600472243707,0.05646600472243486
017E,207,0.5562083019641387,0.556208301964117
017E,215,0.19231691115968874,0.19231691115968122
017E,216,0.15944667896830558,0.15944667896829934
017E,219,0.0034974866218632616,0.003497486621863125
017E,222,0.0003191474978679484,0.00031914749786793594
017E,223,0.01801655353729905,0.018016553537298346
017N,8,0.07994024128200466,0.07994024128201102
017N,14,0.17956727478809115,0.1795672747881054
017N,15,0.6235324319472302,0.6235324319472797
017N,16,0.107115131265859,0.10711513126586752
017N,67,0.0018606324788814031,0.001860632478881551
017N,68,0.007984288237854175,0.00798428823785481
017S,104,0.3439162408787743,0.3439005423453502
017S,105,0.457548666318156,0.45752778087519763
017S,106,0.009006898985826788,0.009006487853440557
017S,116,0.18957384228675972,0.18956518892601157
018E,206,0.5523714513592499,0.5523714513592559
018E,207,0.09934736836312845,0.09934736836312952
018E,216,0.3482811802776109,0.3482811802776147
018N,8,0.03089650990109746,0.0308965099010972
018N,10,0.13261660810763864,0.13261660810763753
018N,11,0.05279326108042179,0.052793261080421344
018N,13,0.01161072909843688,0.011610729098436783
018N,14,0.7007506595128504,0.7007506595128445
018N,15,0.07133223229956336,0.07133223229956276
