ward_number,ward_name,worldcover_canopy_fraction,worldcover_built_fraction,cropland_fraction,worldcover_bare_or_other_fraction
22,ROHINI-B,0.3611788965182749,0.5599394645182494,0.04417229409133646,0.034709344872139884
23,RITHALA,0.15597558920794208,0.6387437852955999,0.11077878020581228,0.09450184529064594
24,VIJAY VIHAR,0.161072558534485,0.785486374136165,0.025567834278024698,0.027873233051325157
25,BUDH VIHAR,0.0055520407676874495,0.9800700694628007,9.208262736652355e-05,0.01428580714214525
26,POOTH KALAN,0.07517569448832508,0.74705747530647,0.09459710929037225,0.08316972091483436
27,BEGUMPUR,0.05068461791913705,0.5963715778133006,0.18066639885362654,0.17227740541393513
28,SHAHBAAD DAIRY,0.048502518029357865,0.6232563137026268,0.16785200623055993,0.1603891620374556
29,POOTH KHURD,0.07426531120192512,0.2733628547829263,0.5043015620543108,0.148070271960838
30,BAWANA,0.10109664381722032,0.45933777273090864,0.3752185176594979,0.0643470657923725
31,NANGAL THAKRAN,0.05490643954132437,0.08185218009333818,0.8414353189164943,0.021806061448842458
32,KANJHAWALA,0.05713835833655702,0.1251267286148756,0.7675378500106259,0.05019706303794088
33,RANI KHERA,0.039686237853988914,0.37151707795640937,0.5003468696524425,0.08844981453715803
34,NANGLOI,0.06437778909322252,0.47720450754919364,0.3745154631084315,0.08390224024915151
35,MUNDKA,0.08713949973138957,0.40906484325129566,0.42795958146184104,0.07583607555547327
36,NILOTHI,0.24699644562651743,0.6994895650738475,0.03177044723500175,0.021743542064634094
37,KIRARI,0.016945392449190078,0.9632452685535473,0.002019357089495178,0.01778998190776769
38,PREM NAGAR,0.002597973266983481,0.964813940316522,0.0,0.032588086416494605
39,MUBARIKPUR,0.006063015150684429,0.619303551591506,0.09407262133562913,0.28056081192218046
40,NITHARI,0.03338855504267765,0.5488829487801059,0.22174116633457394,0.19598732984264278
41,AMAN VIHAR,0.0063345968825087124,0.969612664442334,0.002880140730759052,0.02117259794439831
42,MANGOL PURI,0.09076851489721784,0.854591182807985,0.00199212232802931,0.05264817996676873
43,SULTANPURI-A,0.11041572415371441,0.8396249452187385,0.0033841990492981242,0.04657513157824895
44,SULTANPURI-B,0.02572674723603665,0.962759324567407,0.0,0.011513928196556047
45,JAWALAPURI,0.1813619307575854,0.7228394897232762,0.013202325253824969,0.08259625426531285
46,NANGLOI JAT,0.007170761885559347,0.9730347980421915,0.000829271782683734,0.018965168289565255
47,NIHAL VIHAR,0.0010819816568928497,0.9884358795177112,0.0,0.010482138825395733
